name	is_useful	use_for_publication_words	auto_link
Food Service, Hospital	0	0	0
Food Services	0	0	0
Food Supply	0	0	0
Food-Processing Industry	0	0	0
Food, Formulated	0	1	1
Food, Fortified	0	1	1
Foot	1	1	1
Foot Bones	1	1	1
Foot Deformities	1	1	1
Foot Deformities, Acquired	1	1	1
Foot Deformities, Congenital	1	1	1
Foot Dermatoses	1	1	1
Foot Diseases	1	1	1
Foot Rot	0	1	1
Foot-and-Mouth Disease	1	1	1
Aphthovirus	0	1	1
Football	0	0	0
Foramen Magnum	1	1	1
Forced Expiratory Flow Rates	1	1	1
Forced Expiratory Volume	1	1	1
Forearm	1	0	0
Forearm Injuries	1	1	1
Forecasting	0	0	0
Forefoot, Human	1	1	1
Forehead	1	1	1
Foreign Bodies	1	1	1
Foreign-Body Migration	1	1	1
Foreign-Body Reaction	1	1	1
Foreign Medical Graduates	0	0	0
Foreign Professional Personnel	0	0	0
Forelimb	0	1	1
Forensic Dentistry	0	0	0
Forensic Medicine	1	0	0
Forensic Psychiatry	1	0	0
Form Perception	1	1	1
Formaldehyde	0	1	1
Arylformamidase	1	1	1
Formamides	0	1	1
Formate Dehydrogenases	1	1	1
Formates	0	1	1
Formazans	0	1	1
Formic Acid Esters	0	1	1
Formic Acids	0	1	1
Formiminoglutamic Acid	0	1	1
Formocresols	0	1	1
Forms and Records Control	0	1	1
Formularies as Topic	0	0	0
Formularies, Dental	0	0	0
Formularies, Homeopathic	0	0	0
Formularies, Hospital	0	0	0
Formycins	1	1	1
Formate-Tetrahydrofolate Ligase	1	1	1
Formyltetrahydrofolates	1	1	1
Forskolin	0	1	1
Forssman Antigen	0	1	1
Fosfomycin	0	1	1
Fossil Fuels	0	1	1
Fossils	0	0	0
Foster Home Care	1	0	0
Foundations	0	1	1
Fourier Analysis	1	1	1
Fovea Centralis	1	1	1
Influenza in Birds	1	1	1
Fowlpox	1	1	1
Fowlpox virus	0	1	1
Fox-Fordyce Disease	1	1	1
Foxes	0	1	1
Fractional Precipitation	1	1	1
Chemical Fractionation	1	1	1
Fracture Fixation	1	1	1
Fracture Fixation, Internal	1	1	1
Fracture Fixation, Intramedullary	1	1	1
Fractures, Closed	1	1	1
Fractures, Open	1	1	1
Fractures, Spontaneous	1	1	1
Fractures, Ununited	1	1	1
Fragile X Syndrome	1	1	1
Framycetin	1	1	1
France	0	0	0
Francisella	0	1	1
Francisella tularensis	0	1	1
Francium	0	1	1
Rhamnus	0	1	1
Fraud	0	0	0
Free Association	1	1	1
Free Radicals	0	1	1
Freedom	0	0	0
Freemartinism	1	1	1
Freeze Drying	1	1	1
Freeze Etching	1	1	1
Freeze Fracturing	1	1	1
Freezing	0	1	1
French Guiana	0	0	0
Chlorofluorocarbons, Methane	0	1	1
Fresh Water	1	0	0
Freudian Theory	1	1	1
Freund's Adjuvant	0	1	1
Friedreich Ataxia	1	1	1
Friend murine leukemia virus	0	1	1
Frontal Bone	1	1	1
Frontal Lobe	1	1	1
Frontal Sinus	1	1	1
Frostbite	1	1	1
Frozen Foods	0	1	1
Frozen Sections	1	1	1
Fructans	1	1	1
Fructokinases	1	1	1
Fructose	1	1	1
Fructose Intolerance	1	1	1
Fructose-Bisphosphate Aldolase	1	1	1
Fructosediphosphates	1	1	1
Fructosephosphates	1	1	1
Fructuronate Reductase	1	1	1
Fruit	0	0	0
Frustration	1	1	1
Follicle Stimulating Hormone	1	1	1
Tegafur	0	1	1
Fuchs' Endothelial Dystrophy	1	1	1
Fucose	1	1	1
alpha-L-Fucosidase	1	1	1
Fucosidosis	1	1	1
Fucosyl Galactose alpha-N-Acetylgalactosaminyltransferase	1	1	1
Fucosyltransferases	1	1	1
Fuel Oils	0	1	1
Fumarate Hydratase	1	1	1
Fumarates	0	1	1
Fumigation	0	1	1
Functional Residual Capacity	1	1	1
Fund Raising	0	1	1
Fundus Oculi	1	1	1
Funeral Rites	0	0	0
Fungal Proteins	1	1	1
Fungal Vaccines	0	1	1
Fungi	0	1	1
Fungicides, Industrial	1	1	1
Funnel Chest	1	1	1
Furagin	0	1	1
Furaldehyde	0	1	1
Furans	0	1	1
Furazolidone	0	1	1
Furosemide	0	1	1
Fursultiamin	0	1	1
Furunculosis	1	1	1
Furylfuramide	0	1	1
Fusaric Acid	0	1	1
Fusarium	0	1	1
Fused Teeth	1	1	1
Fusidic Acid	0	1	1
Fusobacterium	0	1	1
Fusobacterium Infections	1	1	1
Fusobacterium necrophorum	0	1	1
Gravity Suits	1	1	1
G(M1) Ganglioside	1	1	1
G(M2) Ganglioside	1	1	1
G(M3) Ganglioside	1	1	1
gamma-Aminobutyric Acid	1	1	1
Gabon	0	0	0
Gadolinium	0	1	1
Gagging	1	1	1
Gait	1	1	1
Galactans	1	1	1
Galactokinase	1	1	1
Galactorrhea	1	1	1
Galactosamine	1	1	1
Galactose	1	1	1
Galactose Dehydrogenases	1	1	1
Galactose Oxidase	1	1	1
Galactosemias	1	1	1
UTP-Hexose-1-Phosphate Uridylyltransferase	1	1	1
Galactosephosphates	1	1	1
Galactosidases	1	1	1
Galactosides	1	1	1
Galactosylceramidase	1	1	1
Galactosylceramides	1	1	1
Galactosyltransferases	1	1	1
Galago	0	1	1
Galantamine	0	1	1
Gallamine Triethiodide	0	1	1
Gallbladder	1	1	1
Gallbladder Diseases	1	1	1
Gallbladder Neoplasms	1	1	1
Gallic Acid	0	1	1
Gallium	0	1	1
Gallium Isotopes	0	1	1
Gallium Radioisotopes	0	1	1
Gallopamil	0	1	1
Galvanic Skin Response	1	1	1
Gambia	0	0	0
Gambling	1	1	1
Game Theory	0	1	1
Games, Experimental	0	1	1
Gametogenesis	1	1	1
gamma-Globulins	1	1	1
Gamma Rays	0	1	1
Glutamate-Cysteine Ligase	1	1	1
gamma-Glutamylcyclotransferase	1	1	1
gamma-Glutamyltransferase	1	1	1
Ganglia	1	1	1
Ganglia, Autonomic	1	1	1
Ganglia, Parasympathetic	1	1	1
Ganglia, Spinal	1	1	1
Ganglia, Sympathetic	1	1	1
Ganglioneuroma	1	1	1
Ganglionic Blockers	1	1	1
Ganglionic Stimulants	1	1	1
Gangliosides	1	1	1
Gangliosidoses	1	1	1
Gangrene	1	1	1
Garbage	0	1	1
Gardner Syndrome	1	1	1
Garlic	0	1	1
Gas Gangrene	1	1	1
Gas Poisoning	1	1	1
Gases	0	1	1
Noble Gases	0	1	1
Gasoline	0	1	1
Gastrectomy	1	1	1
Gastric Acid	1	1	1
Gastric Acidity Determination	1	1	1
Gastric Emptying	1	1	1
Gastric Fistula	1	1	1
Gastric Fundus	1	1	1
Gastric Inhibitory Polypeptide	1	1	1
Gastric Juice	1	1	1
Gastric Lavage	1	1	1
Gastric Mucins	1	1	1
Gastric Mucosa	1	1	1
Gastrins	1	1	1
Gastritis	1	1	1
Gastritis, Atrophic	1	1	1
Gastritis, Hypertrophic	1	1	1
Gastroenteritis	1	1	1
Transmissible gastroenteritis virus	0	1	1
Gastroenteritis, Transmissible, of Swine	1	1	1
Gastroenterology	1	0	0
Gastroenterostomy	1	1	1
Gastroesophageal Reflux	1	1	1
Gastrointestinal Agents	1	1	1
Gastrointestinal Contents	1	1	1
Gastrointestinal Diseases	1	1	1
Gastrointestinal Hormones	1	1	1
Gastrointestinal Motility	1	1	1
Gastrointestinal Neoplasms	1	1	1
Gastrointestinal Transit	1	1	1
Gastroscopy	1	1	1
Gastrostomy	1	1	1
Gastrula	1	1	1
Gaucher Disease	1	1	1
Geese	0	1	1
Gefarnate	1	1	1
Immunodiffusion	1	1	1
Gelatin	1	1	1
Gelatin Sponge, Absorbable	1	1	1
Gels	1	1	1
Gender Identity	1	0	0
Gene Amplification	1	1	1
Gene Conversion	1	1	1
Gene Expression Regulation	1	1	1
Gene Frequency	1	1	1
Gene Pool	1	1	1
Genealogy and Heraldry	0	0	0
General Adaptation Syndrome	0	0	0
Patient Care	1	1	1
General Practice, Dental	0	1	1
Generalization (Psychology)	1	1	1
Generalization, Response	1	1	1
Generalization, Stimulus	1	1	1
Genes	1	0	0
Genes, araC	1	1	1
Genes, Bacterial	1	1	1
Genes, Dominant	1	1	1
Genes, Fungal	1	1	1
Genes, Homeobox	1	1	1
Genes, MHC Class II	1	1	1
Genes, Immunoglobulin	1	1	1
Genes, Lethal	1	1	1
Genes, MHC Class I	1	1	1
Genes, Overlapping	1	1	1
Genes, Recessive	1	1	1
Genes, Regulator	1	1	1
Multigene Family	1	1	1
Genes, Switch	1	1	1
Genes, Synthetic	1	1	1
Genes, Viral	1	1	1
Genetic Code	1	1	1
Genetic Complementation Test	1	1	1
Genetic Counseling	0	1	1
Genetic Engineering	1	1	1
Genetic Markers	1	1	1
Genetic Testing	1	1	1
Genetic Techniques	1	1	1
Genetic Vectors	1	1	1
Genetics	0	0	0
Genetics, Behavioral	1	1	1
Genetics, Medical	1	1	1
Genetics, Microbial	0	1	1
Genetics, Population	0	1	1
Geniculate Bodies	1	1	1
Geniculate Ganglion	1	1	1
Genital Diseases, Female	1	1	1
Genital Diseases, Male	1	1	1
Female Genital Neoplasms	1	1	1
Genital Neoplasms, Male	1	1	1
Genitalia	1	1	1
Genitalia, Female	1	1	1
Genitalia, Male	1	1	1
Genotype	1	1	1
Gentamicins	1	1	1
Gentian Violet	0	1	1
Gentisates	0	1	1
Geographic Locations	0	0	0
Geography	0	1	1
Geology	0	1	1
Georgia	0	0	0
Georgia (Republic)	0	0	0
Geotrichosis	1	1	1
Geotrichum	0	1	1
Gerbillinae	0	1	1
Geriatric Dentistry	0	1	1
Geriatric Nursing	0	1	1
Geriatric Psychiatry	1	1	1
Geriatrics	1	1	1
Germ Cells	1	1	1
Germ Layers	1	1	1
Germ-Free Life	1	1	1
Germanium	0	1	1
Germany	0	0	0
Germany, East	0	0	0
Germany, West	0	0	0
Germine Acetates	0	1	1
Gerstmann Syndrome	1	1	1
Gestalt Theory	1	1	1
Gestalt Therapy	1	1	1
Gestational Age	1	1	1
Gestonorone Caproate	0	1	1
Gestrinone	0	1	1
Gestures	1	1	1
Ghana	0	0	0
Giant Cell Tumors	1	1	1
Giant Lymph Node Hyperplasia	1	1	1
Giardia	0	1	1
Giardiasis	1	1	1
Gibberella	0	1	1
Gibberellins	0	1	1
Gibraltar	0	0	0
Gigantism	1	1	1
Gilbert Disease	1	1	1
Tourette Syndrome	1	1	1
Gills	0	1	1
Gingiva	1	1	0
Gingival Diseases	1	1	1
Gingival Crevicular Fluid	1	1	1
Gingival Hemorrhage	1	1	1
Gingival Hyperplasia	1	1	1
Gingival Hypertrophy	1	1	1
Gingival Neoplasms	1	1	1
Gingival Pocket	1	1	1
Gingival Recession	1	1	1
Gingivectomy	1	1	1
Gingivitis	1	1	1
Gingivitis, Necrotizing Ulcerative	1	1	1
Gingivoplasty	1	1	1
Panax	0	1	1
Gizzard	0	1	1
Glanders	1	1	1
Glafenine	0	1	1
Glass Ionomer Cements	1	0	0
Glaucarubin	0	1	1
Glaucoma	1	1	1
Glaucoma, Open-Angle	1	1	1
Gliadin	1	1	1
Glial Fibrillary Acidic Protein	1	1	1
Glyburide	0	1	1
Gliclazide	0	1	1
Glioblastoma	1	1	1
Glioma	1	1	1
Gliosis	1	1	1
Gliotoxin	0	1	1
Glipizide	0	1	1
Globins	1	1	1
Globosides	1	1	1
Globulins	1	1	1
Globus Pallidus	1	1	1
Glomus Tumor	1	1	1
Glomerular Filtration Rate	1	1	1
Glomerular Mesangium	1	1	1
Glomerulonephritis	1	1	1
IGA Glomerulonephritis	1	1	1
Focal Segmental Glomerulosclerosis	1	1	1
Glomus Jugulare	1	1	1
Glomus Jugulare Tumor	1	1	1
Glossalgia	1	1	1
Glossectomy	1	1	1
Glossitis	1	1	1
Glossitis, Benign Migratory	1	1	1
Glossopharyngeal Nerve	1	1	1
Glottis	1	1	1
Gloves, Surgical	1	0	0
Glucagon	1	1	1
Glucagonoma	1	1	1
Glucans	1	1	1
Glucaric Acid	1	1	1
Glucocorticoids	1	1	1
Glucokinase	1	1	1
Gluconates	1	1	1
Gluconeogenesis	0	1	1
Glucosamine	1	1	1
Glutamine-Fructose-6-Phosphate Transaminase (Isomerizing)	1	1	1
Glucose	1	0	0
Glucose Dehydrogenases	1	1	1
Glucose Oxidase	1	1	1
Glucose Solution, Hypertonic	1	1	1
Glucose Tolerance Test	1	1	1
Glucose-6-Phosphatase	1	1	1
Glycogen Storage Disease Type I	1	1	1
Glucosephosphate Dehydrogenase	1	1	1
Glucosephosphate Dehydrogenase Deficiency	1	1	1
Glucose-6-Phosphate Isomerase	1	1	1
UTP-Glucose-1-Phosphate Uridylyltransferase	1	1	1
Glucosephosphates	1	1	1
Glucosidases	1	1	1
Glucosides	1	1	1
Glucosinolates	1	1	1
Glucosylceramidase	1	1	1
Glucosylceramides	1	1	1
Glucosyltransferases	1	1	1
Glucuronates	1	1	1
Glucuronidase	1	1	1
Glue Proteins, Drosophila	1	1	1
Glutamate Decarboxylase	1	1	1
Glutamate Dehydrogenase	1	1	1
Glutamate Synthase	1	1	1
Glutamates	1	1	1
Glutaminase	1	1	1
Glutamine	1	1	1
Glutamate-Ammonia Ligase	1	1	1
Glutamate-tRNA Ligase	1	1	1
Glutaral	0	1	1
Glutarates	0	1	1
Glutathione	1	1	1
Glutathione Peroxidase	1	1	1
Glutathione Reductase	1	1	1
Glutathione Synthase	1	1	1
Glutathione Transferase	1	1	1
Glutens	1	1	1
Glutethimide	0	1	1
Glyceraldehyde	1	1	1
Glyceraldehyde 3-Phosphate	1	1	1
Glyceraldehyde-3-Phosphate Dehydrogenases	1	1	1
Glyceric Acids	1	1	1
Glycerides	1	1	1
Glycerol	1	1	1
Glycerol Kinase	1	1	1
Glycerol-3-Phosphate O-Acyltransferase	1	1	1
Glycerolphosphate Dehydrogenase	1	1	1
Glycerophosphates	1	1	1
Glyceryl Ethers	0	1	1
Nitroglycerin	0	1	1
Glycerylphosphorylcholine	1	1	1
Glycine	1	1	1
Glycochenodeoxycholic Acid	1	1	1
Glycocholic Acid	1	1	1
Glycoconjugates	1	1	1
Glycodeoxycholic Acid	1	1	1
Glycogen	1	1	1
Glycogen Debranching Enzyme System	1	1	1
Phosphorylases	1	1	1
Glycogen Synthase	1	1	1
Glycogen-Synthase-D Phosphatase	1	1	1
Glycogen Storage Disease	1	1	1
Glycogen Storage Disease Type II	1	1	1
Glycogen Storage Disease Type III	1	1	1
Glycogen Storage Disease Type IV	1	1	1
Glycogen Storage Disease Type V	1	1	1
Glycogen Storage Disease Type VI	1	1	1
Glycogen Storage Disease Type VII	1	1	1
Glycogen Storage Disease Type VIII	1	1	1
Glycolates	0	1	1
Glycolipids	1	1	1
Glycols	0	1	1
Glycolysis	0	1	1
Glycopeptides	1	1	1
Glycophorin	1	1	1
beta-N-Acetylglucosaminylglycopeptide beta-1,4-Galactosyltransferase	1	1	1
Glycoproteins	1	1	1
Glycopyrrolate	0	1	1
Glycosaminoglycans	1	1	1
Glycoside Hydrolases	1	1	1
Glycosides	1	1	1
Glycosphingolipids	1	1	1
Glycosuria	1	1	1
Glycosuria, Renal	1	1	1
Glycosylation	0	1	1
Glycine-tRNA Ligase	1	1	1
Glycylglycine	1	1	1
Glycyrrhetinic Acid	0	1	1
Glycyrrhiza	0	1	1
Glyoxal	0	1	1
Glyoxylates	0	1	1
Gnathostoma	0	1	1
Goals	1	1	1
Goats	0	1	1
Goiter	1	1	1
Goiter, Endemic	1	1	1
Goiter, Nodular	1	1	1
Goiter, Substernal	1	1	1
Gold	0	0	0
Gold Alloys	1	0	0
Gold Colloid, Radioactive	0	1	1
Gold Isotopes	0	1	1
Gold Radioisotopes	0	1	1
Aurothioglucose	0	1	1
Gold Sodium Thiomalate	0	1	1
Goldenhar Syndrome	1	1	1
Goldfish	0	1	1
Golf	0	0	0
Golgi Apparatus	1	1	1
Golgi-Mazzoni Corpuscles	1	1	1
Gonadal Disorders	1	1	1
Gonadal Dysgenesis	1	1	1
Gonadal Dysgenesis, Mixed	1	1	1
Gonadal Dysgenesis, 46,XY	1	1	1
Gonadotropins	1	1	1
Chorionic Gonadotropin	1	1	1
Gonadotropins, Equine	1	1	1
Gonadotropins, Pituitary	1	1	1
Gonads	1	1	1
Gonanes	0	1	1
Gonioscopy	1	1	1
Gonorrhea	1	1	1
Gorilla gorilla	0	1	1
Gossypol	0	1	1
Gout	1	1	1
Gout Suppressants	1	1	1
Governing Board	0	1	1
Government	0	0	0
Government Agencies	0	0	0
Government Programs	0	0	0
Government Publications as Topic	0	0	0
Ovarian Follicle	1	1	1
Graft Enhancement, Immunologic	1	1	1
Graft Occlusion, Vascular	1	1	1
Graft Rejection	1	1	1
Graft Survival	1	1	1
Graft vs Host Disease	1	1	1
Graft vs Host Reaction	1	1	1
Gram-Negative Aerobic Bacteria	0	1	1
Gram-Negative Anaerobic Bacteria	0	1	1
Gram-Negative Bacteria	0	1	1
Gram-Negative Chemolithotrophic Bacteria	0	1	1
Gram-Negative Facultatively Anaerobic Rods	0	1	1
Gram-Positive Asporogenous Rods	0	1	1
Gram-Positive Bacteria	0	1	1
Gram-Positive Cocci	0	1	1
Gramicidin	1	1	1
Granulation Tissue	1	1	1
Granulocytes	1	1	1
Granuloma	1	1	1
Granuloma Inguinale	1	1	1
Granuloma, Giant Cell	1	1	1
Granuloma, Laryngeal	1	1	1
Granuloma, Lethal Midline	1	1	1
Granuloma, Plasma Cell	1	1	1
Granulomatous Disease, Chronic	1	1	1
Granulosa Cell Tumor	1	1	1
Granulosa Cells	1	1	1
Graphite	0	1	1
Poaceae	0	1	1
Grasshoppers	0	1	1
Graves Disease	1	1	1
Gravitation	0	1	1
Great Britain	0	0	0
Great Lakes Region	0	0	0
Greece	0	0	0
Greenland	0	0	0
Grief	1	1	1
Griseofulvin	0	1	1
Groin	1	1	1
Grooming	1	1	1
Group Practice	0	1	1
Group Practice, Dental	0	1	1
Group Practice, Prepaid	0	1	1
Group Processes	1	1	1
Group Structure	1	1	1
Growth	1	0	0
Growth Disorders	1	1	1
Growth Inhibitors	1	1	1
Growth Plate	1	1	1
Growth Substances	1	1	1
Gryllidae	0	1	1
GTP Cyclohydrolase	1	1	1
Guaiac	0	1	1
Guaiacol	0	1	1
Guaifenesin	0	1	1
Guam	0	0	0
Guanabenz	0	1	1
Guanazole	0	1	1
Guanethidine	0	1	1
Guanidines	0	1	1
Guanine	0	1	1
Guanine Deaminase	1	1	1
Guanine Nucleotides	1	1	1
Guanosine	1	1	1
Cyclic GMP	1	1	1
Guanosine Diphosphate	1	1	1
Guanosine Diphosphate Fucose	1	1	1
Guanosine Diphosphate Mannose	1	1	1
Guanosine Diphosphate Sugars	1	1	1
5'-Guanylic Acid	1	1	1
Guanosine Pentaphosphate	1	1	1
Guanosine Tetraphosphate	1	1	1
Guanosine Triphosphate	1	1	1
Guanylate Cyclase	1	1	1
Ribonuclease T1	1	1	1
Guanylthiourea	0	1	1
Guanylyl Imidodiphosphate	1	1	1
Guatemala	0	0	0
Guilt	1	1	1
Guinea Pigs	0	1	1
Guinea-Bissau	0	0	0
Gum Arabic	1	1	1
Gutta-Percha	1	0	0
Guyana	0	0	0
Gymnastics	0	0	0
Gynatresia	1	1	1
Gynaecology	1	1	1
Gynecomastia	1	1	1
Gypsies	0	0	0
Gyrus Cinguli	1	1	1
Proton-Translocating ATPases	1	1	1
H-Reflex	1	1	1
H-Y Antigen	0	1	1
H-2 Antigens	0	1	1
Habits	1	1	1
Habituation, Psychophysiologic	1	1	1
Haemonchiasis	1	1	1
Haemonchus	0	1	1
Haemophilus	0	1	1
Haemophilus ducreyi	0	1	1
Haemophilus Infections	1	1	1
Haemophilus influenzae	0	1	1
Gardnerella vaginalis	0	1	1
Hafnium	0	1	1
Hagfishes	0	1	1
Hair	1	1	1
Hair Cells, Auditory	1	1	1
Hair Cells, Auditory, Inner	1	1	1
Hair Color	1	1	1
Hair Diseases	1	1	1
Hair Dyes	1	1	1
Hair Preparations	1	1	1
Hair Removal	1	1	1
Haiti	0	0	0
Halcinonide	0	1	1
Half-Life	0	1	1
Halfway Houses	0	1	1
Halitosis	1	1	1
Hallermann's Syndrome	1	1	1
Pantothenate Kinase-Associated Neurodegeneration	1	1	1
Hallucinations	1	1	1
Hallucinogens	1	1	1
Hallux	1	1	1
Hallux Valgus	1	1	1
Halobacteriaceae	0	1	1
Halobacterium	0	1	1
Halofenate	0	1	1
Halogens	0	1	1
Haloperidol	0	1	1
Halothane	0	1	1
Hamartoma	1	1	1
Hamartoma Syndrome, Multiple	1	1	1
Cricetinae	0	1	1
Hand	1	0	0
Hand Deformities	1	1	1
Hand Deformities, Acquired	1	1	1
Hand Deformities, Congenital	1	1	1
Hand Dermatoses	1	1	1
Hand Injuries	1	1	1
Hand, Foot and Mouth Disease	1	1	1
Disabled Persons	0	0	0
Handling (Psychology)	1	1	1
Handwashing	0	1	1
Handwriting	0	0	0
Haploidy	1	1	1
Haplotypes	1	1	1
Happiness	1	1	1
Haptens	0	1	1
Haptoglobins	1	1	1
Harderian Gland	0	1	1
Hardness	0	1	1
Hardness Tests	1	1	1
Harmaline	0	1	1
Harmine	0	1	1
Harringtonines	0	1	1
Hartmannella	0	1	1
Hartnup Disease	1	1	1
Harvey murine sarcoma virus	0	1	1
Hate	1	1	1
Haversian System	1	1	1
Hawaii	0	0	0
Rhinitis, Allergic, Seasonal	1	1	1
Hazardous Waste	0	1	1
Head	1	0	0
Head and Neck Neoplasms	1	1	1
Craniocerebral Trauma	1	0	0
Head Protective Devices	1	0	0
Headache	1	1	0
Health	0	0	0
Health Benefit Plans, Employee	0	1	1
Health Care Coalitions	0	1	1
Health Education	0	1	1
Health Education, Dental	0	1	1
Health Facilities	0	1	1
Health Facilities, Proprietary	0	1	1
Health Facility Administrators	0	0	0
Health Facility Closure	0	1	1
Health Facility Environment	0	1	1
Health Facility Merger	0	1	1
Health Facility Moving	0	1	1
Health Facility Planning	0	1	1
Health Facility Size	0	1	1
Health Fairs	0	1	1
Medicare	0	1	1
Health Maintenance Organizations	0	1	1
Health Manpower	0	1	1
Health Occupations	0	1	1
Health Personnel	0	0	0
Health Physics	0	1	1
Health Plan Implementation	0	1	1
Health Planning	0	1	1
Health Planning Councils	0	1	1
Health Planning Guidelines	0	1	1
Health Planning Organizations	0	1	1
Health Planning Support	0	1	1
Health Planning Technical Assistance	0	1	1
Health Policy	0	0	0
Health Priorities	0	1	1
Health Promotion	0	1	1
Health Resorts	0	1	1
Health Resources	0	1	1
Health Services	0	0	0
Health Services Accessibility	0	0	0
Health Services Administration	0	1	1
Health Services for the Aged	0	1	1
Health Services Misuse	0	1	1
Health Services Needs and Demand	0	0	0
Health Services Research	0	1	1
Health Services, Indigenous	0	1	1
Health Status	0	0	0
Health Status Indicators	1	1	1
Health Surveys	1	1	1
Health Systems Agencies	0	1	1
Health Systems Plans	0	1	1
Hearing	1	0	0
Hearing Aids	1	1	1
Hearing Disorders	1	1	1
Hearing Loss, Bilateral	1	1	1
Hearing Loss, Central	1	1	1
Hearing Loss, Conductive	1	1	1
Hearing Loss, Functional	1	1	1
Hearing Loss, High-Frequency	1	1	1
Hearing Loss, Noise-Induced	1	1	1
Hearing Loss, Sensorineural	1	1	1
Hearing Tests	1	1	1
Heart	1	0	0
Heart Aneurysm	1	1	1
Heart Arrest	1	1	1
Heart Arrest, Induced	1	1	1
Heart Atria	1	1	1
Heart Auscultation	1	1	1
Heart Block	1	1	1
Heart Catheterization	1	1	1
Heart Conduction System	1	1	1
Heart Defects, Congenital	1	1	1
Heart Diseases	1	1	1
Cardiomegaly	1	1	1
Heart Failure	1	1	1
Heart Function Tests	1	1	1
Heart Injuries	1	1	1
Heart Massage	1	1	1
Heart Murmurs	1	1	1
Heart Neoplasms	1	1	1
Heart Rate	1	1	1
Heart Rate, Fetal	1	1	1
Heart Rupture	1	1	1
Heart Rupture, Post-Infarction	1	1	1
Heart Septal Defects	1	1	1
Heart Septal Defects, Atrial	1	1	1
Heart Septal Defects, Ventricular	1	1	1
Heart Septum	1	1	1
Heart Sounds	1	1	1
Cardiac Surgical Procedures	1	1	1
Heart Valve Diseases	1	1	1
Heart Valve Prosthesis	1	1	1
Heart Valves	1	1	1
Heart Ventricles	1	1	1
Heart-Assist Devices	1	1	1
Heart, Artificial	1	1	1
Heart-Lung Machine	1	1	1
Heartburn	1	1	1
Heartwater Disease	1	1	1
Hot Temperature	1	1	1
Heat Exhaustion	1	1	1
Heat-Shock Proteins	1	1	1
Heating	0	1	1
Heavy Chain Disease	1	1	1
Hebrides	0	0	0
Hedgehogs	0	1	1
Heel	1	1	1
Heinz Bodies	1	1	1
Hela Cells	1	1	1
Heligmosomatoidea	0	1	1
Heliotherapy	1	1	1
Helium	0	1	1
Helix (Snails)	0	1	1
Helminthiasis	1	1	1
Helminthiasis, Animal	1	1	1
Helminthosporium	0	1	1
Helminths	0	1	1
T-Lymphocytes, Helper-Inducer	1	1	1
Helper Viruses	0	1	1
Helping Behavior	1	1	1
Helplessness, Learned	1	1	1
Helsinki Declaration	1	0	0
Hemadsorption	1	1	1
Hemadsorption Inhibition Tests	1	1	1
Hemagglutination	1	1	1
Hemagglutination Inhibition Tests	1	1	1
Hemagglutination Tests	1	1	1
Hemagglutination, Viral	1	1	1
Hemagglutinins	1	1	1
Hemagglutinins, Viral	1	1	1
Hemangioendothelioma	1	1	1
Hemangioma	1	1	1
Hemangioma, Cavernous	1	1	1
Hemangiopericytoma	1	1	1
Hemangiosarcoma	1	1	1
Hemarthrosis	1	1	1
Hematemesis	1	1	1
Hematinics	1	1	1
Hematocele	1	1	1
Hematocolpos	1	1	1
Hematocrit	1	1	1
Hematologic Agents	1	1	1
Hematologic Diseases	1	1	1
Hematologic Tests	1	1	1
Hematology	1	1	1
Hematoma	1	1	1
Hematoma, Epidural, Cranial	1	1	1
Hematoma, Subdural	1	1	1
Hematometra	1	1	1
Hematopoiesis	1	1	1
Hematopoiesis, Extramedullary	1	1	1
Hematopoietic Stem Cells	1	1	1
Hematopoietic System	1	1	1
Hematoporphyrin Photoradiation	1	1	1
Hematoporphyrins	0	1	1
Hematoxylin	0	1	1
Hematuria	1	1	1
Heme	0	1	1
Heme Oxygenase (Decyclizing)	1	1	1
Hemeproteins	1	1	1
Hemerythrin	1	1	1
Hemianopsia	1	1	1
Hemic and Immune Systems	1	1	1
Hemic and Lymphatic Diseases	1	1	1
Hemicholinium 3	0	1	1
Hemin	0	1	1
Hemipelvectomy	1	1	1
Hemiplegia	1	1	1
Hemiptera	0	1	1
Hemobilia	1	1	1
Hemochromatosis	1	1	1
Hemocyanin	1	1	1
Hemocytes	1	1	1
Renal Dialysis	1	1	1
Hemodialysis Units, Hospital	0	1	1
Hemodialysis, Home	1	1	1
Hemodilution	1	1	1
Hemodynamics	1	1	1
Hemofiltration	1	1	1
Hemoglobin A	1	1	1
Hemoglobin A, Glycosylated	1	1	1
Hemoglobin A2	1	1	1
Hemoglobin C	1	1	1
Hemoglobin C Disease	1	1	1
Hemoglobin E	1	1	1
Hemoglobin H	1	1	1
Hemoglobin J	1	1	1
Hemoglobin M	1	1	1
Hemoglobin SC Disease	1	1	1
Hemoglobin, Sickle	1	1	1
Hemoglobinometry	1	1	1
Hemoglobinopathies	1	1	1
Hemoglobins	1	1	1
Hemoglobins, Abnormal	1	1	1
Hemoglobinuria	1	1	1
Hemoglobinuria, Paroxysmal	1	1	1
Hemolymph	0	1	1
Hemolysin Factors	1	1	1
Hemolysin Proteins	1	1	1
Hemolysis	1	1	1
Hemolytic Plaque Technique	1	1	1
Hemolytic-Uremic Syndrome	1	1	1
Hemoperfusion	1	1	1
Hemoperitoneum	1	1	1
Hemopexin	1	1	1
Hemophilia A	1	1	1
Hemopneumothorax	1	1	1
Hemoptysis	1	1	1
Hemorrhage	1	0	0
